2,14,66
0,12,51
0,51,72
0,15,19
0,8,90
1,15,33
1,70,43
1,95,81
0,99,69
1,41,15
1,63,69
1,41,17
1,5,18
1,37,20
1,66,67
2,58,65
2,32,12
1,28,95
0,81,22
1,56,44
0,32,12
1,22,12
0,2,13
1,46,60
2,89,26
1,28,62
0,76,69
0,79,51
0,8,66
0,32,69
1,88,30
2,55,18
1,21,58
0,37,27
1,31,23
1,14,63
1,29,36
0,98,77
0,24,39
0,22,12
1,13,21
1,4,51
2,16,6
2,72,49
2,7,47
1,26,29
0,25,21
2,51,73
2,22,13
2,20,65
1,15,10
2,27,25
0,28,42
0,53,35
0,8,38
2,66,73
0,86,98
0,36,42
1,73,46
2,0,62
2,43,25
1,58,41
0,3,63
2,39,14
0,73,19
2,98,68
2,37,35
1,0,63
2,60,99
0,97,99
0,8,92
1,55,23
2,85,22
0,1,2
2,64,72
1,7,51
1,31,26
0,91,30
2,13,66
0,20,94
1,25,26
0,30,36
2,92,77
1,73,67
2,0,64
2,36,30
1,20,60
0,19,13
2,61,75
0,55,68
0,17,29
2,6,62
0,53,37
0,15,11
2,26,32
0,69,39
0,99,68
0,9,1
0,16,55
1,52,32
0,89,25
2,55,23
0,39,21
2,13,26
1,23,55
1,31,11
2,17,34
2,9,11
1,99,54
1,7,61
0,18,36
2,43,19
1,33,68
1,58,64
0,33,72
1,71,49
2,50,44
1,88,76
2,31,40
2,93,0
2,91,20
2,66,49
0,13,32
0,98,73
2,59,19
2,65,42
1,78,18
1,53,65
2,9,4
1,69,26
2,38,25
1,18,6
1,7,47
2,10,69
1,22,29
2,68,41
1,70,46
0,51,33
2,69,71
2,8,10
1,70,26
0,22,69
2,98,8
1,50,30
0,6,27
0,52,42
0,6,59
2,40,18
2,26,63
1,36,71
0,41,13
1,2,65
0,98,54
0,4,17
2,45,29
1,19,18
0,27,15
0,47,17
0,61,72
2,27,26
2,71,48
1,12,70
2,25,99
1,17,14
1,71,19
1,28,8
1,61,20
0,17,32
0,34,12
1,0,78
0,16,37
2,40,32
1,19,15
2,44,69
0,2,15
2,71,23
1,30,26
1,17,34
1,42,72
1,16,16
0,35,67
0,33,62
0,42,61
2,73,26
2,38,57
2,25,14
0,88,30
0,99,22
2,40,59
0,23,68
1,46,61
2,34,59
1,54,70
1,44,40
0,14,65
1,12,71
2,77,98
0,8,32
0,99,4
0,48,37
0,14,69
0,11,30
